Method,Name,Error,Occurrences
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 205'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 353'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 233'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 140'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 227'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 131'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 297'),14
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 162'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 115'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 298'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 294'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 395'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 288'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 244'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 135'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 148'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 108'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 196'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 373'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 123'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 121'),12
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 377'),4
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 381'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 177'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 376'),12
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 359'),14
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 290'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 351'),12
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 338'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 256'),15
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 279'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 378'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 301'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 360'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 365'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 143'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 172'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 153'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 154'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 208'),2
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 211'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 128'),12
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 178'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 390'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 247'),16
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 201'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 340'),13
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 232'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 303'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 155'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 138'),12
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 213'),17
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 167'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 399'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 173'),15
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 180'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 204'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 219'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 328'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 186'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 214'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 102'),15
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 311'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 191'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 156'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 357'),15
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 342'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 364'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 388'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 133'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 385'),2
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 139'),12
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 147'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 222'),12
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 183'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 174'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 104'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 195'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 386'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 112'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 397'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 198'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 146'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 329'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 207'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 245'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 285'),14
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 171'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 321'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 169'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 184'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 218'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 216'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 344'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 239'),4
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 343'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 320'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 170'),1
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 249'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 175'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 293'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 151'),14
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 224'),12
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 258'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 315'),12
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 145'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 168'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 152'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 141'),14
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 346'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 182'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 251'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 225'),13
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 113'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 354'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 190'),17
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 254'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 333'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 273'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 367'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 127'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 276'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 260'),14
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 396'),15
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 105'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 217'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 200'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 223'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 384'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 265'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 142'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 281'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 274'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 103'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 189'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 289'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 300'),3
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 165'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 132'),12
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 271'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 240'),12
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 287'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 149'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 392'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 235'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 107'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 179'),4
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 319'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 101'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 161'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 314'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 215'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 234'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 334'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 332'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 252'),17
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 394'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 325'),13
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 280'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 157'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 264'),12
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 203'),13
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 185'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 335'),14
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 137'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 389'),4
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 109'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 307'),4
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 159'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 243'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 295'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 231'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 283'),17
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 341'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 268'),12
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 126'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 362'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 352'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 371'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 136'),16
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 355'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 246'),4
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 292'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 336'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 110'),4
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 379'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 380'),14
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 194'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 106'),14
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 322'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 326'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 163'),14
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 144'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 187'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 181'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 228'),3
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 242'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 134'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 176'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 331'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 220'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 387'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 206'),3
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 248'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 327'),16
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 308'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 158'),14
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 275'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 111'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 188'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 309'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 269'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 199'),13
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 120'),14
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 356'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 229'),4
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 323'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 160'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 317'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 221'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 241'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 238'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 125'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 263'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 130'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 230'),14
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 253'),4
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 284'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 348'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 304'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 366'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 374'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 236'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 282'),13
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 337'),12
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 383'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 270'),7
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 278'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 286'),11
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 350'),4
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 150'),6
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 313'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 193'),10
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 347'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 363'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 316'),8
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 291'),5
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 116'),9
GET,REST - Listar Músicas de Playlist,CatchResponseError('Status code: 404 for playlist 250'),9
